symbol	fitch	fitch.summit
SLF2	0.1657808169	0.1657808169
SLFN12	2.9766848185	2.9766848185
SLIT1	0.0871204901	0.0871204901
SLIT2	0	0
SLITRK1	0.1922586294	0.1922586294
SLITRK3	0.0886218182	0.0886218182
SLK	0.2844983398	0.2844983398
SMAP2	0	0
SMARCA2	0.3373014886	0.3373014886
SMARCA5	0	0
SMARCAL1	0	0
SMC3	0	0
SMC4	0.172232459033333	0.25834868855
SMIM10	2.3230290102	2.3230290102
SMOX	0	0
SMPD4	0	0
SNCAIP	0.0937241305	0.0941410649
SNRNP200	0.4391434174	0.4391434174
SNTA1	0.1980496467	0.1980496467
SNTN	1.9562981061	1.9562981061
SNW1	0.0815008678	0.0815008678
SNX18	0.0909446503	0.0909446503
SNX20	0.6324211231	0.6324211231
SOCS5	0	0
SOHLH2	0	0
SORBS2	0	0
SORCS1	0	0
SORL1	0.0850995171	0.0850995171
SOX13	1.4377318343	1.4377318343
SOX7	0.8753011036	0.8753011036
SP140	1.8876411281	1.8876411281
SP2	0.097853687	0.097853687
SP4	0.0972504289	0.0972504289
SPACA7	2.3667836121	2.3667836121
SPARCL1	0.8837768096	0.8837768096
SPATA31E1	2.1039442309	2.3678727032
SPATA9	2.0518437495	2.0518437495
SPECC1L	0.38554604915	0.3334247288
SPEF2	0.58386584155	0.1325160275
SPEG	0.8171773123	0.8171773123
SPG11	0.1652998982	0.1652998982
SPG7	0	0
SPHK2	0.1202450594	0.1202450594
SPHKAP	1.47868725715	1.8948234056
SPICE1	0.4742796562	0.4742796562
SPINK5	1.5819881161	1.5819881161
SPNS2	0.3853768745	0.3853768745
SPOCK2	0.1053315458	0.1053315458
SPOP	0.0867049116	0.0867049116
SPPL3	0	0
SPRED1	0.2474811778	0.2474811778
SPRR2G	0.6324810651	0.6324810651
SPRR4	0.2101444281	0.2101444281
SPTA1	0.263667294433333	0.5001494822
SPTB	0.2755992676	0.2755992676
SPTBN2	0	0
SPTBN5	1.4793762274	1.4793762274
SQLE	0.8761974223	0.8761974223
SRBD1	0	0
SRRM2	0	0
SSH1	0.6132461412	0.6132461412
SSPN	0	0
SSTR1	0.3440684999	0.3440684999
SSX1	2.2847673041	2.2847673041
ST18	0.24820469315	0.4099752723
ST6GAL2	0.0946727546	0.0946727546
ST8SIA6	0	0
STAB1	0.229399659433333	0.1625707244
STARD13	0.1171731554	0.1171731554
STAU2	0.1038572694	0.1038572694
STC2	0.814508929	0.814508929
STEAP2	0.0953810669	0.0953810669
STIM2	0.3027319439	0.3027319439
STK19	0.6216003318	0.6216003318
STK4	0.0894730885	0.0894730885
STMN2	0	0
STON2	0.2428701422	0.4857402844
STOX1	0.5656341231	0.5656341231
STS	0	0
STX19	0.8975103959	0.8975103959
STX1B	0	0
SUCNR1	0	0
SULF1	0.0852725592	0.0852725592
SULF2	0	0
SULT1C3	1.8212715936	1.8212715936
SUOX	0.4568652084	0.4568652084
SUPT16H	0.0878272179	0.0878272179
SUSD5	0.09860064	0.09860064
SVEP1	0.139330244425	0
SYNCRIP	0	0
SYNE1	0.318837493	0
SYT4	0.0822535363	0.0822535363
SYT7	0	0
SYTL4	0.1481548645	0.1481548645
SZT2	0.3339874477	0.3339874477
TAAR5	0.2510702917	0.2510702917
TAAR9	0.4512347859	0.4512347859
TAB3	0.1590914225	0.1590914225
TAF1	0.0962639851	0.0962639851
TAF1L	0	0
TAF3	0.1762675798	0.1762675798
TANGO6	1.1073445577	1.1073445577
TAOK1	0.0869401921	0.1738803842
TAOK3	0.0847882718	0.0847882718
TAS2R31	0.8150949056	0.8150949056
TAS2R40	0.9355865793	0.9355865793
TAS2R5	0.4867480412	0.4867480412
TAS2R50	1.7641439506	1.7641439506
TAZ	0	0
TBC1D21	0.2189087704	0.2189087704
TBC1D31	0.5456318262	0.5456318262
TBC1D9B	0.9072180536	0.9072180536
TBCB	0.353513619	0.353513619
TBK1	0.6110222922	0.6110222922
TBPL2	0.4153886974	0.4153886974
TBX21	0	0
TCEAL6	0.752455639	0.752455639
TCOF1	1.08084210085	1.2675709095
TDO2	0	0
TDRD6	1.1904713937	1.1904713937
TEC	0	0
TECRL	0	0
TECTA	0.0894411742	0.0894411742
TEF	0.0912411007	0.0912411007
TENM2	0	0
TENM3	0.1179024756	0.0878050699
TENM4	0	0
TET1	1.4968331999	1.4968331999
TEX13A	2.4535411755	2.4535411755
TFAP2C	0.4495237835	0.4495237835
TFDP3	0	0
TGFBR2	0.3534794529	0.3534794529
TGM2	0.1140879445	0.1140879445
TGM6	0.2376020893	0.4752041786
TH	0.371821438	0.371821438
THNSL2	0.1019919226	0.1019919226
THRA	0	0
THSD7A	0.0917394581	0.0917394581
TIAM1	0.6629077273	1.3258154546
TIE1	0.2258042555	0.2258042555
TJP3	2.2573448358	2.2573448358
TLL1	0.4812727547	0.4812727547
TLN1	0.0819666488	0.0819666488
TLR2	0.6239029335	0.6239029335
TLR4	0.8734256255	0.5443705552
TLR8	0.9076495466	0.9076495466
TLR9	0.6802356842	0.6802356842
TMC2	0	0
TMC4	0.160361339	0.160361339
TMC5	0.87889064045	1.3977711142
TMC6	0.1474578271	0.1474578271
TMC7	1.049868065	1.049868065
TMCC1	0	0
TMEM132C	0.6297450656	0.6698215261
TMEM138	0.9098712929	0.9098712929
TMEM143	1.1123767487	1.1123767487
TMEM145	0	0
TMEM155	0.8660670596	0.8660670596
TMEM161A	0.6350419985	0.6350419985
TMEM169	0.540649138	0.540649138
TMEM176A	0	0
TMEM177	0	0
TMEM2	0.17703089625	0.3540617925
TMEM200A	0.8398272274	0.8398272274
TMEM209	0.5915734503	0.5915734503
TMEM225	1.030630068	1.030630068
TMEM245	0	0
TMEM30A	0	0
TMEM63A	0.9133982992	0.9133982992
TMEM63C	0.68655488	0.68655488
TMEM74	0.08167010795	0.1633402159
TMEM86B	0.7439937649	0.7439937649
TMEM94	0	0
TMPRSS11B	0.2851891303	0.2851891303
TMTC2	0.3640487647	0.3640487647
TNC	0.3765173295	0.3765173295
TNFRSF1A	1.1894683285	1.1894683285
TNFRSF21	0.2632992217	0.2632992217
TNKS1BP1	0.5484265186	0.5484265186
TNN	0.3768633419	0.3768633419
TNNI3K	0.0908169282	0.0908169282
TNNT2	0.1879611274	0.1879611274
TNR	0.1241405748	0.2482811496
TNRC6B	0	0
TNS3	0.0944708658	0.0944708658
TNXB	0	0
TOM1	0.4333922205	0.4333922205
TOM1L1	0	0
TOP1	0	0
TOP2A	0.2430654835	0.2430654835
TOPAZ1	0.749272913	1.0477219905
TOX3	0.1857508826	0.1857508826
TP53	0.20944689265	0
TPM2	0.0892507232	0.0892507232
TPTE	1.8542666908	1.8542666908
TRAPPC12	0	0
TREML2	0.4207234044	0.4207234044
TRIM11	0.3835989948	0.3835989948
TRIM22	0	0
TRIM38	1.603682054	1.603682054
TRIM39	0.30661728675	0.4656841249
TRIM42	0.3694464123	0.3694464123
TRIM51	1.3035447292	1.3035447292
TRIM9	0.1079887251	0.1079887251
TRIOBP	0.3589331642	0.1714964644
TRIP13	0.0840012553	0.0840012553
TRMT5	0.4839176033	0.4839176033
TRPA1	0	0
TRPC3	0.3346559214	0.3346559214
TRPC6	0.1085499357	0.1085499357
TRPM3	0	0
TRPM4	1.1287940693	1.1287940693
TRPM8	0.1224085048	0.1224085048
TRPV4	0	0
TSC2	0.0867566269	0.0867566269
TSEN34	1.6424694419	1.6424694419
TSHZ2	0.6927777915	0.6927777915
TSHZ3	0.6551402922	0.6551402922
TSNAXIP1	0.3003956962	0.3003956962
TSPYL4	0	0
TTBK1	0.1943841638	0.1943841638
TTC16	0.94885450145	0.9134634927
TTC26	0	0
TTC27	0.9120210878	0.9120210878
TTC28	0.0922152444	0.0922152444
TTC29	1.0929248417	1.0929248417
TTC31	1.9630837199	1.9630837199
TTC4	0.399392843	0.399392843
TTF2	1.2658389861	1.2658389861
TTLL5	0.5933855052	0.489963906
TUBA8	0	0
TUBAL3	0.9173335682	0.9173335682
TUBB2B	0.0889949234	0.0889949234
TULP4	0.0458597539	0.0458597539
TWISTNB	0.9351163883	0.9351163883
TXNDC16	0	0
TXNRD2	0.6766105215	0.6766105215
TYRP1	0.0925540969	0.0925540969
UBA2	0	0
UBE2E3	0	0
UBE3A	0.0824044294	0.0824044294
UBL3	0	0
UBN2	0	0
UBQLN1	0.0857498351	0.0857498351
UBR4	0	0
UBR5	0	0
UGP2	0.2496246477	0.2496246477
UGT1A5	1.8654744212	1.8654744212
UGT2A3	0.9570040134	0.6822139434
UNC13B	0.33059069415	0.5599204465
UNC13C	0.1498187343	0.2996374686
UNC5B	0.0859811885	0.0859811885
UNC5C	0	0
UNC5CL	2.2247752754	2.2247752754
UNC80	0.040835054	0.081670108
UNK	0.0868639474	0.0868639474
UPK3A	0.3122987625	0.3122987625
URB1	0	0
URI1	1.9002361409	1.9002361409
USF3	0.668967245	0.668967245
USH2A	0.5887334665	0.5887334665
USP10	0.7655699986	0.7655699986
USP24	0	0
USP26	1.2506648065	1.2506648065
USP34	0.0815832968	0.0815832968
USP38	0.082164698	0.082164698
USP51	0.420765094	0.420765094
UTP11	0	0
UTP18	0.5678701349	1.1357402698
UTRN	0.6686837991	0.6686837991
VAT1L	0.0907435582	0.0907435582
VAV3	0	0
VCAN	0.5851393635	1.0481212252
VCX3A	4.402197196	8.0247966216
VIP	0.858619683	0.858619683
VIPR1	0.530703497	0.530703497
VN1R2	0.6810105652	0.6810105652
VPS13A	1.1661479958	1.1661479958
VPS13B	0.0860421037	0.0860421037
VPS13D	0	0
VPS35	0.2148871589	0
VPS37B	0.0940552829	0.0940552829
VSIG1	1.585210619	1.585210619
VSTM5	0.7317108195	0.7317108195
VWA3A	0.164332542	0.164332542
VWA3B	0.9116374855	0.9116374855
VWA5B2	0.9639322708	0.9639322708
VWC2L	0	0
VWF	0.3030519216	0.3055676566
WASF2	0.5386664182	0.5386664182
WBP4	0.5698251648	0.5698251648
WBSCR22	0.2253496751	0.2253496751
WDFY3	0	0
WDR27	1.9933362768	1.9933362768
WDR44	0	0
WDR45	0	0
WDR47	0	0
WDR59	0.0837580144	0.0837580144
WDR7	0.0849225744	0.0849225744
WDR87	1.3756905393	1.3756905393
WFDC8	2.3452630611	2.3452630611
WFIKKN2	0	0
WHRN	0.36629525155	0.1891742035
WHSC1	1.0394001518	1.0394001518
WNT4	0.2028304379	0.2028304379
WWP2	0.1125362958	0.1125362958
XAB2	0.1029973464	0.1029973464
XDH	0.506948169	0.5985794512
XIRP1	0.9219533631	0.8014089571
XIRP2	0.75849812835	0.7354237902
XPC	0.87169861935	0.6496028375
XPNPEP1	0	0
XPO7	0	0
XPOT	0.1804164933	0.1804164933
XRRA1	0.4935759446	0.4935759446
YIF1A	0.1869996008	0.1869996008
YPEL4	0.4192944197	0.4192944197
YTHDF3	0.7509508289	0.7509508289
YWHAQ	0.0860553797	0.0860553797
ZBBX	1.2410060671	1.2410060671
ZBTB18	0	0
ZBTB20	0.0814453553	0.0814453553
ZBTB21	0	0
ZBTB40	0.997824991	0.997824991
ZC3H15	0.4254537038	0.4254537038
ZCCHC11	0	0
ZCCHC17	0	0
ZCCHC6	0.4473574873	0.8947149746
ZDHHC6	0.0856578225	0.0856578225
ZEB1	1.4436226382	1.4436226382
ZFAT	1.5399974436	1.5399974436
ZFP2	0.4050132951	0.4050132951
ZFP28	1.3937841686	1.3937841686
ZFP62	0.3028580105	0.3028580105
ZFP64	0.3998207204	0.3998207204
ZFPM2	0.166412887	0.166412887
ZFYVE16	1.578430557	1.578430557
ZFYVE26	0.220929661	0.220929661
ZFYVE28	0.3176714934	0.3176714934
ZHX3	0.3527615275	0.3527615275
ZIC3	0	0
ZKSCAN3	0.4050804378	0.4050804378
ZMAT1	0.9143801828	0.9143801828
ZMIZ2	0.0940506299	0.0940506299
ZMPSTE24	0	0
ZMYND10	0.4817948516	0.4817948516
ZNF112	0.6449490218	0.6449490218
ZNF157	1.2093737349	1.2093737349
ZNF184	0.3964939232	0.3964939232
ZNF205	0.588211362	0.588211362
ZNF225	0.5241771467	0.5241771467
ZNF229	0.6482470158	0.6482470158
ZNF230	1.5740384396	1.5740384396
ZNF236	0	0
ZNF281	0.167546032	0.167546032
ZNF320	0.131967174	0.131967174
ZNF324	0.315100101	0.315100101
ZNF330	0	0
ZNF383	0.3395644543	0.3395644543
ZNF394	1.2553844222	1.2553844222
ZNF420	0.5829023095	0.5829023095
ZNF45	0.790209723	0.790209723
ZNF473	0.8352368032	0.8352368032
ZNF474	0.69217354055	1.0470259751
ZNF493	1.1610402655	1.1610402655
ZNF500	0.8685623111	0.8685623111
ZNF503	0.089966447	0.089966447
ZNF527	1.5064982803	1.5064982803
ZNF529	0.9975684822	0.9975684822
ZNF546	0.3137582871	0.3788596325
ZNF558	0.8830521107	0.8830521107
ZNF585B	1.18385321505	1.3451251076
ZNF607	1.3403860385	1.3403860385
ZNF628	0.5662699493	0.5662699493
ZNF638	0.5460863177	0.5460863177
ZNF639	0.2160237099	0.2160237099
ZNF648	0.6159403642	0.6159403642
ZNF653	0	0
ZNF676	0.5471522095	0.5471522095
ZNF688	0.2079293439	0.2079293439
ZNF703	0.266987764	0.266987764
ZNF705A	1.493813967	1.493813967
ZNF714	1.0170405138	1.0170405138
ZNF761	1.2813407038	1.2813407038
ZNF77	0.8489994965	0.8489994965
ZNF785	0.5285840829	0.5285840829
ZNF804B	2.7263709594	2.7263709594
ZNF813	0.8592576129	0.8592576129
ZNF831	1.36832782185	0.8893567564
ZNRF4	1.8597829899	1.8597829899
ZPBP	2.1018519226	2.1018519226
ZRANB2	0	0
ZRANB3	1.4626894731	1.4626894731
ZRSR2	0.2150368842	0.2150368842
ZSWIM6	0	0
ZW10	0.1118599639	0.1118599639
ZZZ3	0.5241735748	0.5241735748
