symbol	syn.obs	missense.obs	nonsense.obs	fs.obs	inframe.obs	max.missense	max.nonsense	max.prot	cds.id	length	total.mut.cnt	prot.mut.cnt	total.mut.pct	prot.mut.pct	score.max_cnt	score.mult_pct	score.max_pct	max.peak.cnt	multiple.cnt	summit.start	summit.end	wt.stop	fitch	fitch.summit
MOSPD3	1	0	0	0	0	NA	NA	NA	ENST00000223054	2115	1	0	0.0472813238770686	0	0	NA	NA	0	0	0	0	0	NA	NA
MPDZ	0	0	1	0	0	NA	NA	NA	ENST00000319217	18630	1	1	0.00536768652710682	0.00536768652710682	0	NA	NA	0	0	0	0	652	NA	NA
MPHOSPH9	0	0	0	1	0	NA	NA	NA	ENST00000606320	10647	1	1	0.00939231708462478	0.00939231708462478	0	NA	NA	0	0	0	0	1119	NA	NA
MPI	1	0	0	0	0	NA	NA	NA	ENST00000352410	3807	1	0	0.026267402153927	0	0	NA	NA	0	0	0	0	0	NA	NA
MPP3	0	1	0	0	0	NA	NA	NA	ENST00000398389	5265	1	1	0.0189933523266857	0.0189933523266857	1	0	1	0	0	538	538	0	0	0
MPPED2	1	1	0	0	0	NA	NA	NA	ENST00000358117	2646	2	1	0.0755857898715042	0.0377928949357521	1	0	1	0	0	245	245	0	0	0
MPV17	0	1	0	0	0	NA	NA	NA	ENST00000233545	1584	1	1	0.0631313131313131	0.0631313131313131	1	0	1	0	0	41	41	0	NA	NA
MRC1	0	1	0	0	0	NA	NA	NA	ENST00000569591	13104	1	1	0.00763125763125763	0.00763125763125763	1	0	1	0	0	215	215	0	0.4567751401	0.4567751401
MRE11A	0	1	0	0	0	NA	NA	NA	ENST00000323929	6372	1	1	0.0156936597614564	0.0156936597614564	1	0	1	0	0	351	351	0	0	0
MRGPRE	1	1	0	0	0	NA	NA	NA	ENST00000389832	2808	2	1	0.0712250712250712	0.0356125356125356	1	0	1	0	0	278	278	0	0.8708960475	0.8708960475
MRGPRX4	0	2	0	0	0	NA	NA	NA	ENST00000314254	2898	2	2	0.0690131124913734	0.0690131124913734	1	0	0.5	0	0	133	133	0	1.15070448685	1.15070448685
MRI1	1	0	0	0	0	NA	NA	NA	ENST00000040663	3321	1	0	0.0301114122252334	0	0	NA	NA	0	0	0	0	0	NA	NA
MROH1	1	0	0	0	0	NA	NA	NA	ENST00000326134	14769	1	0	0.00677093912925723	0	0	NA	NA	0	0	0	0	0	NA	NA
MROH2B	0	1	0	0	0	NA	NA	NA	ENST00000399564	14265	1	1	0.00701016473887136	0.00701016473887136	1	0	1	0	0	794	794	0	0	0
MROH5	0	1	0	0	0	NA	NA	NA	ENST00000621837	11853	1	1	0.00843668269636379	0.00843668269636379	1	0	1	0	0	84	84	0	0	0
MROH9	0	2	0	0	0	NA	NA	NA	ENST00000367759	7749	2	2	0.0258097819073429	0.0258097819073429	1	0	0.5	0	0	462	462	0	0.3472545965	0.3472545965
MRPL32	1	0	0	0	0	NA	NA	NA	ENST00000223324	1692	1	0	0.0591016548463357	0	0	NA	NA	0	0	0	0	0	NA	NA
MRPL37	1	0	0	0	0	NA	NA	NA	ENST00000360840	3807	1	0	0.026267402153927	0	0	NA	NA	0	0	0	0	0	NA	NA
MRPS9	0	1	0	0	0	NA	NA	NA	ENST00000258455	3564	1	1	0.0280583613916947	0.0280583613916947	1	0	1	0	0	4	4	0	1.0359802144	1.0359802144
MSH2	0	1	0	0	0	NA	NA	NA	ENST00000233146	8406	1	1	0.0118962645729241	0.0118962645729241	1	0	1	0	0	271	271	0	0.4409682039	0.4409682039
MSH6	0	0	1	0	0	NA	NA	NA	ENST00000234420	12240	1	1	0.00816993464052287	0.00816993464052287	0	NA	NA	0	0	0	0	495	NA	NA
MSL1	1	0	0	0	0	NA	NA	NA	ENST00000398532	5526	1	0	0.0180962721679334	0	0	NA	NA	0	0	0	0	0	NA	NA
MSLN	1	0	0	0	0	NA	NA	NA	ENST00000382862	5670	1	0	0.017636684303351	0	0	NA	NA	0	0	0	0	0	NA	NA
MSMO1	0	0	0	1	0	NA	NA	NA	ENST00000261507	2637	1	1	0.0379218809252939	0.0379218809252939	0	NA	NA	0	0	0	0	160	NA	NA
MSR1	1	1	0	0	0	NA	NA	NA	ENST00000262101	4059	2	1	0.0492732200049273	0.0246366100024637	1	0	1	0	0	51	51	0	1.4953774146	1.4953774146
MTCL1	0	1	0	0	0	NA	NA	NA	ENST00000306329	17145	1	1	0.00583260425780111	0.00583260425780111	1	0	1	0	0	1882	1882	0	NA	NA
MTHFD1L	1	1	0	0	0	NA	NA	NA	ENST00000367321	8802	2	1	0.0227221086116792	0.0113610543058396	1	0	1	0	0	637	637	0	0.3457666706	0.3457666706
MTHFD2L	0	1	0	0	0	NA	NA	NA	ENST00000395759	3123	1	1	0.032020493115594	0.032020493115594	1	0	1	0	0	172	172	0	0	0
MTMR2	1	0	0	0	0	NA	NA	NA	ENST00000346299	5787	1	0	0.0172801105927078	0	0	NA	NA	0	0	0	0	0	NA	NA
MTMR8	0	1	0	0	0	NA	NA	NA	ENST00000374852	6336	1	1	0.0157828282828283	0.0157828282828283	1	0	1	0	0	544	544	0	2.0082982885	2.0082982885
MTR	0	1	0	0	0	NA	NA	NA	ENST00000366577	11385	1	1	0.00878348704435661	0.00878348704435661	1	0	1	0	0	1203	1203	0	0.0970009536	0.0970009536
MTTP	1	0	0	0	0	NA	NA	NA	ENST00000265517	8046	1	0	0.0124285359184688	0	0	NA	NA	0	0	0	0	0	NA	NA
MTUS2	0	1	0	0	0	NA	NA	NA	ENST00000612955	12411	1	1	0.00805736846345983	0.00805736846345983	1	0	1	0	0	115	115	0	NA	NA
MUC13	0	1	0	0	0	NA	NA	NA	ENST00000616727	4608	1	1	0.0217013888888889	0.0217013888888889	1	0	1	0	0	424	424	0	0.3847836535	0.3847836535
MUC16	0	14	0	1	0	4.99999999014905	2.20426903544533	NA	ENST00000397910	130563	15	15	0.0114887066014108	0.0114887066014108	1	0	0.0714285714285714	0	0	496	496	9003	1.95533226403571	1.95533226403571
MUC17	0	1	0	0	0	NA	NA	NA	ENST00000306151	40437	1	1	0.00247298266439152	0.00247298266439152	1	0	1	0	0	2034	2034	0	1.0955806468	1.0955806468
MUC4	0	1	0	1	3	4.99999456017681	-1.7915896399665	NA	ENST00000463781	48708	5	2	0.0102652541676932	0.00410610166707728	1	0	1	0	0	2460	2460	1689	0.9021997434	0.9021997434
MUC6	0	1	0	0	0	NA	NA	NA	ENST00000421673	21951	1	1	0.00455560111156667	0.00455560111156667	1	0	1	0	0	66	66	0	0.3659847436	0.3659847436
MUC7	0	1	0	0	0	NA	NA	NA	ENST00000304887	3393	1	1	0.0294724432655467	0.0294724432655467	1	0	1	0	0	44	44	0	1.4199380027	1.4199380027
MUL1	0	1	0	0	0	NA	NA	NA	ENST00000264198	3168	1	1	0.0315656565656566	0.0315656565656566	1	0	1	0	0	104	104	0	0	0
MURC	1	0	0	0	0	NA	NA	NA	ENST00000307584	3276	1	0	0.0305250305250305	0	0	NA	NA	0	0	0	0	0	NA	NA
MUS81	0	1	0	0	0	NA	NA	NA	ENST00000308110	4959	1	1	0.020165355918532	0.020165355918532	1	0	1	0	0	318	318	0	0.902180107	0.902180107
MUT	0	1	0	0	0	NA	NA	NA	ENST00000274813	6750	1	1	0.0148148148148148	0.0148148148148148	1	0	1	0	0	461	461	0	0	0
MX2	1	0	0	0	0	NA	NA	NA	ENST00000330714	6435	1	0	0.0155400155400155	0	0	NA	NA	0	0	0	0	0	NA	NA
MXRA5	0	2	0	0	0	NA	NA	NA	ENST00000217939	25452	2	2	0.00785792865000786	0.00785792865000786	1	0	0.5	0	0	1143	1143	0	0.9194152731	0.9194152731
MYBPC1	1	0	0	0	0	NA	NA	NA	ENST00000550270	10269	1	0	0.0097380465478625	0	0	NA	NA	0	0	0	0	0	NA	NA
MYCBP2	0	0	0	1	0	NA	NA	NA	ENST00000357337	41760	1	1	0.00239463601532567	0.00239463601532567	0	NA	NA	0	0	0	0	1873	NA	NA
MYEF2	0	1	0	0	0	NA	NA	NA	ENST00000324324	5400	1	1	0.0185185185185185	0.0185185185185185	1	0	1	0	0	74	74	0	0.8142655709	0.8142655709
MYH15	0	1	0	0	0	NA	NA	NA	ENST00000273353	17514	1	1	0.00570971793993377	0.00570971793993377	1	0	1	0	0	772	772	0	0.5667206724	0.5667206724
MYH2	0	1	0	0	0	NA	NA	NA	ENST00000245503	17469	1	1	0.00572442612628084	0.00572442612628084	1	0	1	0	0	1515	1515	0	0	0
MYH4	0	1	0	0	0	NA	NA	NA	ENST00000255381	17451	1	1	0.00573033064007793	0.00573033064007793	1	0	1	0	0	741	741	0	0	0
MYH8	0	1	0	0	0	NA	NA	NA	ENST00000403437	17433	1	1	0.0057362473469856	0.0057362473469856	1	0	1	0	0	674	674	0	0	0
MYLK	0	2	0	0	0	NA	NA	NA	ENST00000360304	17226	2	2	0.0116103564379426	0.0116103564379426	1	0	0.5	0	0	1034	1034	0	0.6159938352	0.6159938352
MYLK2	0	2	0	0	0	NA	NA	NA	ENST00000375985	5364	2	2	0.0372856077554064	0.0372856077554064	1	0	0.5	0	0	326	326	0	0.1711775357	0.1711775357
MYO10	1	1	0	0	0	NA	NA	NA	ENST00000513610	18522	2	1	0.0107979699816435	0.00539898499082173	1	0	1	0	0	1812	1812	0	0	0
MYO15A	0	1	0	0	0	NA	NA	NA	ENST00000205890	31770	1	1	0.00314762354422411	0.00314762354422411	1	0	1	0	0	3072	3072	0	0.745748511	0.745748511
MYO18A	0	1	0	0	0	NA	NA	NA	ENST00000527372	18486	1	1	0.00540949908038516	0.00540949908038516	1	0	1	0	0	1714	1714	0	0	0
MYO1F	0	3	0	0	0	4.99999996007339	-4.99890204440884	NA	ENST00000338257	9882	3	3	0.0303582270795386	0.0303582270795386	1	0	0.333333333333333	0	0	550	550	0	0.403844179533333	0.403844179533333
MYO1G	0	0	0	0	1	NA	NA	NA	ENST00000258787	9162	1	0	0.0109146474568871	0	0	NA	NA	0	0	0	0	0	NA	NA
MYO5A	0	1	0	0	0	NA	NA	NA	ENST00000399231	16695	1	1	0.00598981731057203	0.00598981731057203	1	0	1	0	0	389	389	0	0	0
MYO7A	1	0	0	0	0	NA	NA	NA	ENST00000409709	19935	1	0	0.00501630298470028	0	0	NA	NA	0	0	0	0	0	NA	NA
MYO7B	0	1	0	0	0	NA	NA	NA	ENST00000409816	19044	1	1	0.00525099768956102	0.00525099768956102	1	0	1	0	0	646	646	0	NA	NA
MYO9B	1	0	0	0	0	NA	NA	NA	ENST00000594824	19413	1	0	0.00515118734868387	0	0	NA	NA	0	0	0	0	0	NA	NA
MYOCD	1	1	0	0	0	NA	NA	NA	ENST00000343344	8442	2	1	0.0236910684671879	0.0118455342335939	1	0	1	0	0	357	357	0	0.4934059258	0.4934059258
MYOF	0	2	0	0	0	NA	NA	NA	ENST00000359263	18549	2	2	0.010782252412529	0.010782252412529	1	0	0.5	0	0	112	112	0	0.3748327161	0.3748327161
MYOM1	1	0	0	0	0	NA	NA	NA	ENST00000356443	15165	1	0	0.00659413122321134	0	0	NA	NA	0	0	0	0	0	NA	NA
MYOM2	1	1	0	0	0	NA	NA	NA	ENST00000262113	13185	2	1	0.0151687523701176	0.00758437618505878	1	0	1	0	0	641	641	0	0	0
MYOM3	1	1	0	0	0	NA	NA	NA	ENST00000374434	12933	2	1	0.0154643160906209	0.00773215804531045	1	0	1	0	0	1347	1347	0	0.091435694	0.091435694
MYT1	1	0	0	0	0	NA	NA	NA	ENST00000328439	10089	1	0	0.00991178511249876	0	0	NA	NA	0	0	0	0	0	NA	NA
MYT1L	0	1	0	0	0	NA	NA	NA	ENST00000399161	10674	1	1	0.00936855911560802	0.00936855911560802	1	0	1	0	0	122	122	0	NA	NA
N4BP2L2	0	1	0	0	0	NA	NA	NA	ENST00000399396	6768	1	1	0.0147754137115839	0.0147754137115839	1	0	1	0	0	291	291	0	0.9087460813	0.9087460813
NAA38	1	0	0	0	0	NA	NA	NA	ENST00000575771	1125	1	0	0.0888888888888889	0	0	NA	NA	0	0	0	0	0	NA	NA
NAALADL2	0	0	1	1	0	NA	NA	NA	ENST00000454872	7155	2	2	0.0279524807826695	0.0279524807826695	0	NA	NA	0	0	0	0	290	NA	NA
NABP2	0	1	0	0	0	NA	NA	NA	ENST00000267023	1899	1	1	0.0526592943654555	0.0526592943654555	1	0	1	0	0	202	202	0	0	0
NACC1	0	1	0	0	0	NA	NA	NA	ENST00000292431	4743	1	1	0.0210837022981235	0.0210837022981235	1	0	1	0	0	82	82	0	0	0
NAGPA	0	1	0	0	0	NA	NA	NA	ENST00000312251	4635	1	1	0.0215749730312837	0.0215749730312837	1	0	1	0	0	424	424	0	0.4365552603	0.4365552603
NAP1L1	0	1	0	0	0	NA	NA	NA	ENST00000261182	3519	1	1	0.0284171639670361	0.0284171639670361	1	0	1	0	0	272	272	0	0	0
NAPSA	1	0	0	0	0	NA	NA	NA	ENST00000253719	3780	1	0	0.0264550264550265	0	0	NA	NA	0	0	0	0	0	NA	NA
NAT16	0	1	0	0	0	NA	NA	NA	ENST00000300303	3321	1	1	0.0301114122252334	0.0301114122252334	1	0	1	0	0	67	67	0	0.5566970164	0.5566970164
NAV3	1	2	0	0	0	-0.672472067454861	-4.99999683942005	NA	ENST00000397909	21465	3	2	0.0139762403913347	0.00931749359422315	1	0	0.5	0	0	1333	1333	0	NA	NA
NBAS	0	1	0	0	0	NA	NA	NA	ENST00000281513	21339	1	1	0.00468625521345893	0.00468625521345893	1	0	1	0	0	640	640	0	0.191385765	0.191385765
NBEAL1	1	1	0	0	0	NA	NA	NA	ENST00000449802	24246	2	1	0.00824878330446259	0.0041243916522313	1	0	1	0	0	2572	2572	0	0	0
NBPF15	0	1	0	0	0	NA	NA	NA	ENST00000488031	6030	1	1	0.0165837479270315	0.0165837479270315	1	0	1	0	0	18	18	0	NA	NA
NCAM1	1	0	0	0	0	NA	NA	NA	ENST00000316851	7722	1	0	0.012950012950013	0	0	NA	NA	0	0	0	0	0	NA	NA
NCAPD2	1	0	0	0	0	NA	NA	NA	ENST00000315579	12609	1	0	0.00793084304861607	0	0	NA	NA	0	0	0	0	0	NA	NA
NCK2	0	1	0	0	0	NA	NA	NA	ENST00000233154	3420	1	1	0.0292397660818713	0.0292397660818713	1	0	1	0	0	56	56	0	0	0
NCKAP5	1	1	0	0	0	NA	NA	NA	ENST00000409261	17181	2	1	0.0116407659624003	0.00582038298120016	1	0	1	0	0	1436	1436	0	1.6746512176	1.6746512176
NCOA1	0	1	0	0	0	NA	NA	NA	ENST00000348332	12969	1	1	0.0077106947335955	0.0077106947335955	1	0	1	0	0	954	954	0	0	0
NCOA6	0	1	0	0	0	NA	NA	NA	ENST00000359003	18567	1	1	0.00538589971454731	0.00538589971454731	1	0	1	0	0	1465	1465	0	1.5071821752	1.5071821752
NCOR2	0	1	0	0	0	NA	NA	NA	ENST00000405201	22626	1	1	0.00441969415716432	0.00441969415716432	1	0	1	0	0	479	479	0	0	0
NDN	1	0	0	0	0	NA	NA	NA	ENST00000331837	2889	1	0	0.0346140533056421	0	0	NA	NA	0	0	0	0	0	NA	NA
NDRG2	0	1	0	0	0	NA	NA	NA	ENST00000298687	3339	1	1	0.0299490865528601	0.0299490865528601	1	0	1	0	0	147	147	0	0	0
NDUFB8	0	1	0	0	0	NA	NA	NA	ENST00000299166	1674	1	1	0.0597371565113501	0.0597371565113501	1	0	1	0	0	5	5	0	1.0405991235	1.0405991235
NEB	0	2	0	0	0	NA	NA	NA	ENST00000172853	60021	2	2	0.00333216707485713	0.00333216707485713	1	0	0.5	0	0	3106	3106	0	NA	NA
NECAP1	0	1	0	0	0	NA	NA	NA	ENST00000339754	2475	1	1	0.0404040404040404	0.0404040404040404	1	0	1	0	0	92	92	0	0	0
NECTIN1	0	1	0	0	0	NA	NA	NA	ENST00000264025	4653	1	1	0.021491510853213	0.021491510853213	1	0	1	0	0	181	181	0	0.0992271889	0.0992271889
NECTIN3	0	1	0	0	0	NA	NA	NA	ENST00000485303	4941	1	1	0.0202388180530257	0.0202388180530257	1	0	1	0	0	97	97	0	0.2167276231	0.2167276231
NEDD1	0	1	0	0	0	NA	NA	NA	ENST00000266742	5940	1	1	0.0168350168350168	0.0168350168350168	1	0	1	0	0	548	548	0	0.635867856	0.635867856
NEDD4L	0	1	0	0	0	NA	NA	NA	ENST00000400345	8775	1	1	0.0113960113960114	0.0113960113960114	1	0	1	0	0	721	721	0	0	0
NEDD9	1	0	0	0	0	NA	NA	NA	ENST00000379446	7506	1	0	0.0133226751931788	0	0	NA	NA	0	0	0	0	0	NA	NA
NEFL	1	0	0	0	0	NA	NA	NA	ENST00000610854	4887	1	0	0.0204624514016779	0	0	NA	NA	0	0	0	0	0	NA	NA
NEK2	0	1	0	0	0	NA	NA	NA	ENST00000366999	4005	1	1	0.0249687890137328	0.0249687890137328	1	0	1	0	0	170	170	0	0.0868018183	0.0868018183
NEK8	1	0	0	0	0	NA	NA	NA	ENST00000268766	6228	1	0	0.0160565189466924	0	0	NA	NA	0	0	0	0	0	NA	NA
NELFA	0	1	0	0	0	NA	NA	NA	ENST00000411638	4752	1	1	0.021043771043771	0.021043771043771	1	0	1	0	0	129	129	0	NA	NA
NELFCD	1	0	0	0	0	NA	NA	NA	ENST00000602795	5391	1	0	0.0185494342422556	0	0	NA	NA	0	0	0	0	0	NA	NA
NELFE	0	1	0	0	0	NA	NA	NA	ENST00000375429	3420	1	1	0.0292397660818713	0.0292397660818713	1	0	1	0	0	255	255	0	0.1968919619	0.1968919619
NELL1	0	0	1	0	0	NA	NA	NA	ENST00000357134	7290	1	1	0.0137174211248285	0.0137174211248285	0	NA	NA	0	0	0	0	504	NA	NA
NES	0	1	0	0	0	NA	NA	NA	ENST00000368223	14589	1	1	0.0068544794022894	0.0068544794022894	1	0	1	0	0	275	275	0	0.4761931066	0.4761931066
NETO1	0	1	0	0	0	NA	NA	NA	ENST00000327305	4797	1	1	0.0208463623097769	0.0208463623097769	1	0	1	0	0	509	509	0	0.6345089667	0.6345089667
NEURL1	1	0	0	0	0	NA	NA	NA	ENST00000369780	5166	1	0	0.0193573364305072	0	0	NA	NA	0	0	0	0	0	NA	NA
NF1	1	0	2	2	0	-4.99999900677537	4.83239637413788	NA	ENST00000358273	25551	5	4	0.0195687057258033	0.0156549645806426	0	NA	NA	0	0	0	0	1805.25	NA	NA
NF2	1	0	0	0	0	NA	NA	NA	ENST00000338641	5355	1	0	0.0186741363211951	0	0	NA	NA	0	0	0	0	0	NA	NA
NFE2	0	2	0	0	0	NA	NA	NA	ENST00000312156	3357	2	2	0.0595770032767352	0.0595770032767352	1	0	0.5	0	0	219	219	0	0.2307143516	0.2307143516
NFIA	2	1	0	0	0	-1.74288186078437	-4.99999381065767	NA	ENST00000403491	4581	3	1	0.0654878847413229	0.0218292949137743	1	0	1	0	0	105	105	0	0	0
NFYA	0	1	0	0	1	NA	NA	NA	ENST00000341376	3123	2	1	0.064040986231188	0.032020493115594	1	0	1	0	0	134	134	0	0	0
NGFR	0	1	0	0	0	NA	NA	NA	ENST00000172229	3843	1	1	0.0260213374967473	0.0260213374967473	1	0	1	0	0	363	363	0	0	0
NHSL1	0	1	0	0	0	NA	NA	NA	ENST00000427025	14490	1	1	0.00690131124913734	0.00690131124913734	1	0	1	0	0	656	656	0	1.1678046761	1.1678046761
NID2	1	1	0	0	0	NA	NA	NA	ENST00000216286	12375	2	1	0.0161616161616162	0.00808080808080808	1	0	1	0	0	1168	1168	0	0	0
NIFK	0	1	0	0	0	NA	NA	NA	ENST00000285814	2637	1	1	0.0379218809252939	0.0379218809252939	1	0	1	0	0	48	48	0	0.265217272	0.265217272
NIPAL3	1	1	0	0	0	NA	NA	NA	ENST00000374399	3654	2	1	0.0547345374931582	0.0273672687465791	1	0	1	0	0	289	289	0	0.0868990248	0.0868990248
NIPAL4	0	2	0	0	0	NA	NA	NA	ENST00000311946	4194	2	2	0.0476871721506915	0.0476871721506915	1	0	0.5	0	0	281	281	0	0.61550117965	0.61550117965
NKAPL	0	1	0	0	0	NA	NA	NA	ENST00000343684	3618	1	1	0.0276395798783858	0.0276395798783858	1	0	1	0	0	15	15	0	2.3002207924	2.3002207924
NLGN1	0	1	1	0	0	NA	NA	NA	ENST00000457714	7407	2	2	0.0270014850816795	0.0270014850816795	1	0	1	0	0	626	626	105	0.1682738361	0.1682738361
NLGN4X	0	1	1	0	0	NA	NA	NA	ENST00000275857	7344	2	2	0.0272331154684096	0.0272331154684096	1	0	1	0	0	461	461	411	0	0
NLN	0	2	0	0	0	NA	NA	NA	ENST00000380985	6336	2	2	0.0315656565656566	0.0315656565656566	1	0	0.5	0	0	62	62	0	0.22892950545	0.22892950545
NLRC5	0	1	0	0	0	NA	NA	NA	ENST00000262510	16794	1	1	0.0059545075622246	0.0059545075622246	1	0	1	0	0	1492	1492	0	NA	NA
NLRP1	0	1	0	0	0	NA	NA	NA	ENST00000572272	13257	1	1	0.0075431847325941	0.0075431847325941	1	0	1	0	0	1287	1287	0	0.8709248067	0.8709248067
NLRP10	1	0	0	0	0	NA	NA	NA	ENST00000328600	5895	1	0	0.0169635284139101	0	0	NA	NA	0	0	0	0	0	NA	NA
NLRP11	0	1	0	0	0	NA	NA	NA	ENST00000589093	9297	1	1	0.010756157900398	0.010756157900398	1	0	1	0	0	1033	1033	0	2.3548157945	2.3548157945
NLRP12	0	1	0	0	0	NA	NA	NA	ENST00000324134	9549	1	1	0.010472300764478	0.010472300764478	1	0	1	0	0	493	493	0	0.701902976	0.701902976
NLRP3	0	3	0	0	0	4.99999989688354	-4.99578810611598	NA	ENST00000336119	9324	3	3	0.0321750321750322	0.0321750321750322	1	0	0.333333333333333	0	0	262	262	0	0.3455788692	0.3455788692
NLRP4	0	0	1	0	0	NA	NA	NA	ENST00000301295	8946	1	1	0.0111781801922647	0.0111781801922647	0	NA	NA	0	0	0	0	224	NA	NA
NLRP5	0	2	0	0	0	NA	NA	NA	ENST00000390649	10800	2	2	0.0185185185185185	0.0185185185185185	1	0	0.5	0	0	14	14	0	1.6576451163	1.6576451163
NLRP8	0	1	0	0	0	NA	NA	NA	ENST00000291971	9432	1	1	0.0106022052586938	0.0106022052586938	1	0	1	0	0	555	555	0	0	0
NLRP9	1	1	0	0	0	NA	NA	NA	ENST00000332836	8919	2	1	0.0224240385693463	0.0112120192846732	1	0	1	0	0	402	402	0	0.5746920561	0.5746920561
NMUR1	1	0	0	0	0	NA	NA	NA	ENST00000305141	3834	1	0	0.0260824204486176	0	0	NA	NA	0	0	0	0	0	NA	NA
NOCT	0	0	1	0	0	NA	NA	NA	ENST00000280614	3879	1	1	0.025779840164991	0.025779840164991	0	NA	NA	0	0	0	0	364	NA	NA
NOL11	0	1	0	0	0	NA	NA	NA	ENST00000253247	6471	1	1	0.0154535620460516	0.0154535620460516	1	0	1	0	0	510	510	0	0.1464765577	0.1464765577
NOL4L	1	0	0	0	0	NA	NA	NA	ENST00000621426	6120	1	0	0.0163398692810457	0	0	NA	NA	0	0	0	0	0	NA	NA
NOL9	0	1	0	0	0	NA	NA	NA	ENST00000377705	6318	1	1	0.0158277936055714	0.0158277936055714	1	0	1	0	0	184	184	0	0.5243212301	0.5243212301
NOMO1	0	0	1	0	0	NA	NA	NA	ENST00000287667	10998	1	1	0.00909256228405165	0.00909256228405165	0	NA	NA	0	0	0	0	1159	NA	NA
NOP2	1	0	0	0	0	NA	NA	NA	ENST00000322166	7308	1	0	0.0136836343732895	0	0	NA	NA	0	0	0	0	0	NA	NA
NOP56	0	1	0	0	0	NA	NA	NA	ENST00000329276	5346	1	1	0.0187055742611298	0.0187055742611298	1	0	1	0	0	417	417	0	0	0
NOS1	0	1	0	0	0	NA	NA	NA	ENST00000317775	12906	1	1	0.00774833410816674	0.00774833410816674	1	0	1	0	0	343	343	0	0.1729736462	0.1729736462
NOS2	0	1	0	0	0	NA	NA	NA	ENST00000313735	10377	1	1	0.00963669654042594	0.00963669654042594	1	0	1	0	0	188	188	0	0.5259355473	0.5259355473
NOS3	0	4	0	0	0	4.99999625926742	-4.99813915661406	NA	ENST00000297494	10827	4	4	0.0369446753486654	0.0369446753486654	1	0	0.25	0	0	331	331	0	0.12655410115	0.12655410115
NOTCH3	0	1	0	0	0	NA	NA	NA	ENST00000263388	20889	1	1	0.00478720857867777	0.00478720857867777	1	0	1	0	0	363	363	0	0.0957901842	0.0957901842
NOTCH4	0	2	0	0	0	NA	NA	NA	ENST00000375023	18027	2	2	0.0110944694070006	0.0110944694070006	1	1	1	2	2	1552	1560	0	0.77470090255	0.77470090255
NOVA1	0	1	0	0	0	NA	NA	NA	ENST00000539517	4563	1	1	0.0219154065307911	0.0219154065307911	1	0	1	0	0	466	466	0	0	0
NPAP1	0	2	0	0	0	NA	NA	NA	ENST00000329468	10404	2	2	0.0192233756247597	0.0192233756247597	1	0	0.5	0	0	173	173	0	1.9797496009	1.9797496009
NPAS3	1	0	0	0	0	NA	NA	NA	ENST00000356141	8397	1	0	0.0119090151244492	0	0	NA	NA	0	0	0	0	0	NA	NA
NPC1L1	0	1	0	0	0	NA	NA	NA	ENST00000289547	12231	1	1	0.00817594636579184	0.00817594636579184	1	0	1	0	0	989	989	0	0	0
NPHP3	0	0	0	0	1	NA	NA	NA	ENST00000337331	11970	1	0	0.00835421888053467	0	0	NA	NA	0	0	0	0	0	NA	NA
NPHS1	1	0	0	0	0	NA	NA	NA	ENST00000378910	11169	1	0	0.00895335303071	0	0	NA	NA	0	0	0	0	0	NA	NA
NPIPB5	0	1	0	0	0	NA	NA	NA	ENST00000424340	10197	1	1	0.00980680592331078	0.00980680592331078	1	0	1	0	0	496	496	0	0	0
NPR3	0	1	0	0	0	NA	NA	NA	ENST00000265074	4869	1	1	0.0205380981721093	0.0205380981721093	1	0	1	0	0	391	391	0	0.2499627347	0.2499627347
NPSR1	0	0	1	0	0	NA	NA	NA	ENST00000360581	3339	1	1	0.0299490865528601	0.0299490865528601	0	NA	NA	0	0	0	0	46	NA	NA
NPTX2	0	0	1	0	0	NA	NA	NA	ENST00000265634	3879	1	1	0.025779840164991	0.025779840164991	0	NA	NA	0	0	0	0	341	NA	NA
NPY4R	0	1	0	0	0	NA	NA	NA	ENST00000374312	3375	1	1	0.0296296296296296	0.0296296296296296	1	0	1	0	0	126	126	0	0.1985698996	0.1985698996
NR1H3	1	0	0	0	0	NA	NA	NA	ENST00000441012	4023	1	0	0.0248570718369376	0	0	NA	NA	0	0	0	0	0	NA	NA
NR2C2AP	0	1	0	0	0	NA	NA	NA	ENST00000331552	1251	1	1	0.0799360511590727	0.0799360511590727	1	0	1	0	0	99	99	0	0.4825583507	0.4825583507
NR2E3	0	1	0	0	0	NA	NA	NA	ENST00000617575	3690	1	1	0.02710027100271	0.02710027100271	1	0	1	0	0	318	318	0	0.0849727119	0.0849727119
NR2F6	1	0	0	0	0	NA	NA	NA	ENST00000291442	3636	1	0	0.0275027502750275	0	0	NA	NA	0	0	0	0	0	NA	NA
NR4A1	0	1	0	0	0	NA	NA	NA	ENST00000243050	5382	1	1	0.0185804533630621	0.0185804533630621	1	0	1	0	0	335	335	0	0.0977518444	0.0977518444
NR5A2	0	1	0	0	0	NA	NA	NA	ENST00000367362	4869	1	1	0.0205380981721093	0.0205380981721093	1	0	1	0	0	28	28	0	0.8283124778	0.8283124778
NRAP	0	1	0	0	0	NA	NA	NA	ENST00000359988	15570	1	1	0.00642260757867694	0.00642260757867694	1	0	1	0	0	1369	1369	0	0	0
NRAS	0	1	0	0	0	NA	NA	NA	ENST00000369535	1701	1	1	0.0587889476778366	0.0587889476778366	1	0	1	0	0	61	61	0	0	0
